660|45|3
661|559|3
662|357|3
663|524|1
664|777|1
665|175|3
666|879|3
667|605|3
668|72|1
669|6|3
670|413|3
671|601|2
672|187|3
673|867|1
674|580|1
675|874|1
676|9|3
677|400|2
678|117|3
679|860|2
680|891|3
681|615|1
682|479|1
683|821|2
684|966|2
685|777|1
686|800|3
687|778|1
688|340|2
689|318|2
690|500|2
691|379|1
692|676|1
693|800|3
694|895|1
695|446|1
696|258|2
697|605|2
698|938|1
699|58|3
700|71|1
701|867|3
702|178|1
703|991|1
704|984|1
705|186|2
706|578|3
707|894|2
708|762|3
709|760|1
710|693|1
711|672|2
712|647|3
713|354|3
714|117|1
715|67|3
716|603|3
717|514|1
718|115|1
719|149|1
720|361|3
721|204|2
722|223|3
723|96|1
724|942|2
725|375|1
726|831|2
727|673|1
728|889|3
729|761|2
730|358|3
731|519|3
732|498|1
733|740|2
734|697|1
735|943|3
736|214|2
737|70|3
738|399|2
739|790|2
740|231|2
741|494|2
742|260|3
743|909|2
744|815|3
745|47|1
746|58|3
747|472|3
748|661|2
749|167|3
750|229|1
751|828|1
752|388|2
753|164|2
754|368|1
755|373|2
756|708|3
757|524|3
758|610|3
759|724|1
760|772|3
761|835|1
762|519|1
763|904|2
764|476|1
765|498|3
766|842|2
767|402|1
768|638|1
769|648|1
770|830|3
771|835|1
772|263|3
773|754|1
774|945|3
775|482|1
776|491|1
777|103|2
778|970|3
779|950|2
780|430|1
781|793|3
782|301|3
783|13|1
784|57|3
785|469|3
786|139|2
787|926|2
788|438|2
789|618|1
790|978|1
791|332|3
792|8|2
793|21|3
794|285|1
795|699|2
796|258|1
797|670|1
798|631|1
799|358|3
800|492|1
801|570|2
802|33|3
803|563|3
804|319|2
805|476|2
806|242|1
807|123|3
808|14|2
809|906|1
810|845|3
811|458|3
812|461|1
813|32|2
814|256|2
815|961|1
816|66|2
817|761|3
818|203|1
819|42|1
820|816|3
821|516|2
822|405|2
823|191|2
824|843|3
825|670|3
826|951|3
827|492|3
828|501|1
829|241|1
830|351|2
831|18|2
832|383|2
833|879|3
834|873|2
835|683|1
836|331|3
837|724|3
838|600|2
839|197|1
840|659|3
841|480|1
842|902|1
843|438|3
844|44|2
845|68|3
846|834|2
847|724|2
848|185|1
849|340|1
850|757|3
851|955|1
852|174|1
853|568|2
854|802|3
855|916|1
856|915|1
857|66|1
858|228|1
859|667|3
860|827|1
861|607|1
862|823|2
863|436|1
864|842|1
865|746|2
866|978|2
867|662|2
868|261|2
869|981|1
870|542|2
871|613|3
872|635|1
873|380|1
874|844|2
875|12|1
876|146|1
877|839|2
878|737|2
879|811|3
880|531|3
881|50|2
882|237|1
883|508|1
884|30|3
885|755|3
886|142|3
887|112|1
888|440|3
889|134|2
890|244|2
891|123|3
892|959|2
893|133|1
894|195|3
895|713|3
896|51|3
897|307|3
898|311|1
899|943|3
900|342|2
901|763|3
902|843|2
903|531|2
904|401|3
905|506|2
906|539|1
907|115|1
908|649|3
909|882|2
910|139|2
911|843|2
912|178|2
913|453|1
914|630|1
915|123|2
916|424|1
917|747|2
918|689|3
919|980|2
920|351|3
921|149|1
922|659|3
923|543|1
924|187|3
925|781|1
926|451|1
927|163|1
928|352|3
929|176|1
930|485|3
931|156|2
932|621|1
933|159|1
934|813|1
935|332|3
936|677|2
937|231|3
938|941|3
939|827|2
940|781|3
941|104|2
942|908|1
943|156|3
944|778|1
945|657|1
946|307|1
947|143|3
948|94|2
949|781|3
950|502|2
951|127|1
952|710|2
953|658|2
954|476|1
955|216|1
956|533|1
957|709|3
958|592|3
959|922|3
960|610|1
961|567|1
962|94|1
963|563|2
964|388|1
965|104|2
966|519|3
967|224|2
968|219|1
969|870|1
970|16|2
971|85|2
972|148|3
973|813|1
974|139|3
975|983|1
976|186|3
977|890|2
978|549|3
979|709|1
980|991|3
981|585|1
982|566|2
983|938|2
984|644|3
985|781|3
986|79|1
987|184|2
988|859|2
989|742|3
990|225|2
991|219|1
992|744|2
993|791|1
994|841|1
995|244|1
996|178|1
997|642|3
998|627|1
999|823|2
1000|518|2
